ILCE,MAHALLE,Ortalama_Tuketim,Standart_Sapma,Yaz_Ortalama,Kis_Ortalama,Yazlikci_Skoru,Kume_No,Segment_Adi
SELÇUK,GÖKÇEALAN,"18,57","10,20","27,13","12,97","2,09",0,Yazlıkçı / Mevsimsel
SELÇUK,HAVUTÇULU,"21,73","11,47","33,04","14,81","2,23",0,Yazlıkçı / Mevsimsel
SELÇUK,SULTANİYE,"17,81","12,86","30,09","10,30","2,92",0,Yazlıkçı / Mevsimsel
SELÇUK,ZAFER,"10,44","3,74","11,54","9,04","1,28",1,Standart Sakinler
SELÇUK,ZEYTİNKÖY,"13,48","5,92","19,74","9,20","2,14",0,Yazlıkçı / Mevsimsel
SELÇUK,ÇAMLIK,"14,77","7,00","21,71","10,32","2,10",0,Yazlıkçı / Mevsimsel
SELÇUK,İSA BEY,"10,80","3,65","12,00","9,38","1,28",1,Standart Sakinler
SELÇUK,ŞİRİNCE,"17,78","10,39","22,99","13,96","1,65",1,Standart Sakinler
TORBALI,19 Mayıs,"12,15","4,45","16,15","9,54","1,69",1,Standart Sakinler
TORBALI,AHMETLİ,"18,41","27,20","22,80","20,65","1,10",1,Standart Sakinler
TORBALI,ALPKENT,"10,79","4,52","11,27","9,78","1,15",1,Standart Sakinler
TORBALI,ARSLANLAR,"35,00","183,33","25,75","13,25","1,94",3,Yüksek Gelir / Çok Tüketen
TORBALI,ATALAN,"17,86","8,84","25,03","13,44","1,86",0,Yazlıkçı / Mevsimsel
TORBALI,ATATÜRK,"13,76","6,36","15,38","11,33","1,36",1,Standart Sakinler
TORBALI,AYRANCILAR,"10,65","5,39","11,34","9,31","1,22",1,Standart Sakinler
TORBALI,BAHÇELİEVLER,"28,72","65,16","24,07","22,65","1,06",3,Yüksek Gelir / Çok Tüketen
TORBALI,BOZKÖY,"16,38","14,07","25,94","9,88","2,63",0,Yazlıkçı / Mevsimsel
TORBALI,BÜLBÜLDERE,"26,36","79,20","29,89","11,35","2,63",0,Yazlıkçı / Mevsimsel
TORBALI,CUMHURİYET,"10,02","4,96","10,16","8,85","1,15",1,Standart Sakinler
TORBALI,DAĞKIZILCA,"23,77","46,84","27,59","14,64","1,88",0,Yazlıkçı / Mevsimsel
TORBALI,DAĞTEKE,"20,39","14,86","21,19","18,38","1,15",1,Standart Sakinler
TORBALI,DEMİRCİ,"18,45","6,50","22,70","15,03","1,51",1,Standart Sakinler
TORBALI,DÜVERLİK,"16,62","11,13","27,28","9,37","2,91",0,Yazlıkçı / Mevsimsel
TORBALI,DİRMİL,"15,93","10,07","23,23","11,03","2,11",0,Yazlıkçı / Mevsimsel
TORBALI,ERTUĞRUL,"11,24","5,07","11,62","10,19","1,14",1,Standart Sakinler
TORBALI,EĞERCİ,"19,19","10,41","24,46","13,36","1,83",0,Yazlıkçı / Mevsimsel
TORBALI,FEVZİ ÇAKMAK,"10,93","5,07","11,75","9,29","1,26",1,Standart Sakinler
TORBALI,GAZİ MUSTAFA KEMAL,"12,75","9,15","15,37","9,45","1,63",1,Standart Sakinler
TORBALI,GÖLLÜCE,"14,30","5,83","21,03","9,46","2,22",0,Yazlıkçı / Mevsimsel
TORBALI,HELVACI,"20,69","11,81","27,43","16,78","1,64",1,Standart Sakinler
TORBALI,KAPLANCIK,"18,84","10,58","23,65","15,03","1,57",1,Standart Sakinler
TORBALI,KARAKIZLAR,"23,02","39,01","25,14","30,14","0,83",1,Standart Sakinler
TORBALI,KARAKUYU,"12,18","8,35","15,48","8,83","1,75",1,Standart Sakinler
TORBALI,KARAOT,"16,74","7,65","20,94","12,18","1,72",1,Standart Sakinler
TORBALI,KARŞIYAKA,"14,83","4,16","17,56","12,65","1,39",1,Standart Sakinler
TORBALI,KAZIM KARABEKİR,"12,23","6,00","14,67","9,51","1,54",1,Standart Sakinler
TORBALI,KIRBAŞ,"15,57","5,68","20,29","12,52","1,62",1,Standart Sakinler
TORBALI,KUŞÇUBURUN,"18,31","7,53","25,20","13,51","1,86",0,Yazlıkçı / Mevsimsel
TORBALI,MURATBEY,"11,25","4,75","11,71","10,09","1,16",1,Standart Sakinler
TORBALI,MUSTAFA KEMAL ATATÜRK,"16,27","6,77","18,99","15,40","1,23",1,Standart Sakinler
TORBALI,NAİME,"18,72","7,41","26,78","12,98","2,06",0,Yazlıkçı / Mevsimsel
TORBALI,ORMANKÖY,"17,58","12,60","25,67","9,99","2,57",0,Yazlıkçı / Mevsimsel
TORBALI,ORTAKÖY,"9,80","5,03","12,87","7,83","1,64",1,Standart Sakinler
TORBALI,PAMUKYAZI,"20,23","12,56","24,52","17,24","1,42",1,Standart Sakinler
TORBALI,PANCAR,"11,79","6,46","14,46","9,00","1,61",1,Standart Sakinler
TORBALI,SAĞLIK,"14,68","8,01","20,00","9,61","2,08",0,Yazlıkçı / Mevsimsel
TORBALI,SAİPLER,"14,23","7,58","17,64","10,94","1,61",1,Standart Sakinler
TORBALI,SUBAŞI,"12,78","7,16","16,83","10,02","1,68",1,Standart Sakinler
TORBALI,TAŞKESİK,"19,66","8,53","28,36","13,93","2,04",0,Yazlıkçı / Mevsimsel
TORBALI,TEPEKÖY,"10,32","4,08","10,88","9,26","1,18",1,Standart Sakinler
TORBALI,TORBALI,"10,84","5,16","11,33","9,59","1,18",1,Standart Sakinler
TORBALI,TULUM,"17,81","9,49","25,81","13,48","1,91",0,Yazlıkçı / Mevsimsel
TORBALI,TÜRKMENKÖY,"11,53","4,41","13,77","9,62","1,43",1,Standart Sakinler
TORBALI,YAZIBAŞI,"11,53","5,23","13,67","9,26","1,48",1,Standart Sakinler
TORBALI,YEDİ EYLÜL,"14,37","5,69","17,09","12,60","1,36",1,Standart Sakinler
TORBALI,YEMİŞLİK,"12,15","4,97","13,39","10,46","1,28",1,Standart Sakinler
TORBALI,YENİ,"14,22","4,51","17,23","11,99","1,44",1,Standart Sakinler
TORBALI,YENİKÖY,"23,12","38,76","38,72","13,53","2,86",0,Yazlıkçı / Mevsimsel
TORBALI,YEŞİLKÖY,"17,77","16,38","21,28","17,30","1,23",1,Standart Sakinler
TORBALI,YOĞURTÇULAR,"16,54","6,20","22,58","11,92","1,89",0,Yazlıkçı / Mevsimsel
TORBALI,ÇAKIRBEYLİ,"15,72","10,96","20,04","11,66","1,72",1,Standart Sakinler
TORBALI,ÇAMLICA,"18,46","14,86","25,89","9,85","2,63",0,Yazlıkçı / Mevsimsel
TORBALI,ÇAPAK,"14,54","5,84","20,26","10,56","1,92",0,Yazlıkçı / Mevsimsel
TORBALI,ÇAYBAŞI,"12,04","3,50","15,17","9,74","1,56",1,Standart Sakinler
TORBALI,ÖZBEY,"23,83","12,48","30,96","17,62","1,76",0,Yazlıkçı / Mevsimsel
TORBALI,İNÖNÜ,"12,68","6,81","13,82","10,57","1,31",1,Standart Sakinler
TORBALI,İSTİKLAL,"12,32","4,75","14,61","10,11","1,44",1,Standart Sakinler
TORBALI,ŞEHİTLER,"15,01","5,83","20,78","10,95","1,90",0,Yazlıkçı / Mevsimsel
TİRE,4 Eylül,"10,00","4,42","12,17","8,44","1,44",1,Standart Sakinler
TİRE,ADNAN MENDERES,"11,56","4,73","14,02","9,93","1,41",1,Standart Sakinler
TİRE,AKKOYUNLU,"57,00","72,29","67,19","70,66","0,95",3,Yüksek Gelir / Çok Tüketen
TİRE,AKMESCİT,"21,21","11,99","25,42","17,27","1,47",1,Standart Sakinler
TİRE,AKYURT,"19,15","10,11","25,68","13,83","1,86",0,Yazlıkçı / Mevsimsel
TİRE,AKÇAŞEHİR,"31,02","26,24","36,77","19,03","1,93",0,Yazlıkçı / Mevsimsel
TİRE,ALACALI,"37,49","20,38","50,21","28,29","1,77",0,Yazlıkçı / Mevsimsel
TİRE,ALAYLI,"42,20","23,16","56,23","31,15","1,81",3,Yüksek Gelir / Çok Tüketen
TİRE,ARMUTLU,"13,01","9,30","16,75","10,22","1,64",1,Standart Sakinler
TİRE,ATATÜRK,"11,15","4,00","13,07","9,73","1,34",1,Standart Sakinler
TİRE,AYAKLIKIRI,"23,86","14,99","35,43","15,94","2,22",0,Yazlıkçı / Mevsimsel
TİRE,BAHARİYE,"9,01","4,13","12,23","6,84","1,79",1,Standart Sakinler
TİRE,BAŞKÖY,"24,71","11,76","29,89","21,35","1,40",1,Standart Sakinler
TİRE,BOYNUYOĞUN,"58,78","91,29","57,88","71,07","0,81",3,Yüksek Gelir / Çok Tüketen
TİRE,BÜYÜKKALE,"34,85","21,56","46,71","27,00","1,73",0,Yazlıkçı / Mevsimsel
TİRE,BÜYÜKKEMERDERE,"25,71","16,95","26,53","23,83","1,11",1,Standart Sakinler
TİRE,BÜYÜKKÖMÜRCÜ,"25,95","16,49","32,13","16,68","1,93",0,Yazlıkçı / Mevsimsel
TİRE,CAMBAZLI,"24,23","15,37","31,42","19,90","1,58",1,Standart Sakinler
TİRE,CUMHURİYET,"9,58","5,00","11,36","7,68","1,48",1,Standart Sakinler
TİRE,DALLIK,"24,87","18,59","31,51","21,96","1,43",1,Standart Sakinler
TİRE,DAĞDERE,"40,39","45,34","38,92","30,38","1,28",3,Yüksek Gelir / Çok Tüketen
TİRE,DERE,"8,95","4,15","11,79","6,57","1,80",1,Standart Sakinler
TİRE,DEREBAŞI,"44,17","91,72","81,57","36,95","2,21",3,Yüksek Gelir / Çok Tüketen
TİRE,DERELİ,"22,98","20,60","26,10","15,99","1,63",1,Standart Sakinler
TİRE,DOYRANLI,"37,34","71,12","33,14","17,92","1,85",3,Yüksek Gelir / Çok Tüketen
TİRE,DUATEPE,"9,93","4,62","14,55","6,79","2,14",0,Yazlıkçı / Mevsimsel
TİRE,DUMLUPINAR,"8,92","4,01","11,57","6,73","1,72",1,Standart Sakinler
TİRE,DÜNDARLI,"15,67","7,95","19,94","13,46","1,48",1,Standart Sakinler
TİRE,DİBEKÇİ,"18,13","20,92","15,25","41,50","0,37",1,Standart Sakinler
TİRE,ERTUĞRUL,"8,61","4,07","11,43","6,44","1,77",1,Standart Sakinler
TİRE,ESKİOBA,"31,30","20,96","45,65","16,20","2,82",0,Yazlıkçı / Mevsimsel
TİRE,EĞRİDERE,"16,10","6,68","18,66","14,29","1,31",1,Standart Sakinler
TİRE,FATİH,"11,26","4,43","13,34","9,95","1,34",1,Standart Sakinler
TİRE,GÖKÇEN,"15,02","9,50","21,28","10,39","2,05",0,Yazlıkçı / Mevsimsel
TİRE,HALKAPINAR,"33,38","27,86","49,69","19,92","2,49",0,Yazlıkçı / Mevsimsel
TİRE,HASANÇAVUŞLAR,"28,07","19,41","42,86","18,22","2,35",0,Yazlıkçı / Mevsimsel
TİRE,HÜRRİYET,"10,85","4,52","13,14","9,21","1,43",1,Standart Sakinler
TİRE,HİSARLIK,"30,48","22,82","41,44","23,12","1,79",0,Yazlıkçı / Mevsimsel
TİRE,IŞIKLAR,"31,16","16,21","40,36","26,50","1,52",1,Standart Sakinler
TİRE,IŞIKLI,"49,48","40,28","73,87","31,31","2,36",0,Yazlıkçı / Mevsimsel
TİRE,KAHRAT,"16,02","9,48","24,38","10,92","2,23",0,Yazlıkçı / Mevsimsel
TİRE,KAPLAN,"29,55","33,65","26,39","23,48","1,12",1,Standart Sakinler
TİRE,KARACA ALİ,"8,71","4,34","12,73","6,11","2,08",0,Yazlıkçı / Mevsimsel
TİRE,KARATEKE,"38,63","19,98","51,61","28,97","1,78",0,Yazlıkçı / Mevsimsel
TİRE,KETENCİ,"9,57","4,91","11,77","7,38","1,60",1,Standart Sakinler
TİRE,KIRTEPE,"30,31","21,85","32,50","22,76","1,43",1,Standart Sakinler
TİRE,KIZILCAHAVLU,"39,10","39,78","40,47","43,81","0,92",3,Yüksek Gelir / Çok Tüketen
TİRE,KOCAALİLER,"20,42","18,76","31,37","12,38","2,53",0,Yazlıkçı / Mevsimsel
TİRE,KURTULUŞ,"9,44","4,35","11,44","7,55","1,52",1,Standart Sakinler
TİRE,KURŞAK,"36,29","30,83","43,81","34,83","1,26",3,Yüksek Gelir / Çok Tüketen
TİRE,KÜRDÜLLÜ,"32,12","25,51","42,32","22,04","1,92",0,Yazlıkçı / Mevsimsel
TİRE,KÜÇÜKBURUN,"23,26","12,40","29,42","18,94","1,55",1,Standart Sakinler
TİRE,KÜÇÜKKALE,"47,65","34,98","62,63","37,76","1,66",3,Yüksek Gelir / Çok Tüketen
TİRE,KÜÇÜKKEMERDERE,"24,11","15,07","28,35","20,66","1,37",1,Standart Sakinler
TİRE,KÜÇÜKKÖMÜRCÜ,"18,77","12,76","24,81","13,00","1,91",0,Yazlıkçı / Mevsimsel
TİRE,KİRELİ,"27,91","50,65","23,18","40,93","0,57",3,Yüksek Gelir / Çok Tüketen
TİRE,MAHMUTLAR,"39,59","27,07","56,97","26,64","2,14",0,Yazlıkçı / Mevsimsel
TİRE,MEHMETLER,"37,86","43,05","42,08","31,37","1,34",3,Yüksek Gelir / Çok Tüketen
TİRE,MUSALAR,"29,23","16,43","39,06","20,08","1,95",0,Yazlıkçı / Mevsimsel
TİRE,ORTAKÖY,"32,10","16,67","38,57","28,87","1,34",1,Standart Sakinler
TİRE,OSMANCIK,"20,18","8,80","23,48","16,84","1,39",1,Standart Sakinler
TİRE,PAŞA,"9,45","4,57","12,93","6,61","1,96",0,Yazlıkçı / Mevsimsel
TİRE,PEŞREFLİ,"25,63","18,31","34,04","19,16","1,78",0,Yazlıkçı / Mevsimsel
TİRE,SARILAR,"41,75","19,83","48,77","35,66","1,37",3,Yüksek Gelir / Çok Tüketen
TİRE,SARUHANLI,"29,62","14,75","36,90","21,06","1,75",0,Yazlıkçı / Mevsimsel
TİRE,SOMAK,"28,91","19,91","43,86","19,02","2,31",0,Yazlıkçı / Mevsimsel
TİRE,TOKİ,"10,27","6,08","12,09","8,36","1,45",1,Standart Sakinler
TİRE,TOPALAK,"17,72","11,58","18,08","17,04","1,06",1,Standart Sakinler
TİRE,TOPARLAR,"44,03","31,96","64,36","34,70","1,85",3,Yüksek Gelir / Çok Tüketen
TİRE,TURAN,"9,00","3,36","11,19","7,14","1,57",1,Standart Sakinler
TİRE,TURGUTLU,"33,66","37,92","39,57","22,28","1,78",0,Yazlıkçı / Mevsimsel
TİRE,YAMANDERE,"20,91","16,16","22,82","16,72","1,36",1,Standart Sakinler
TİRE,YEMİŞLER,"24,89","13,48","32,36","18,98","1,70",1,Standart Sakinler
TİRE,YENİ,"9,03","5,27","10,84","6,94","1,56",1,Standart Sakinler
TİRE,YENİOBA,"35,24","30,13","45,58","24,35","1,87",0,Yazlıkçı / Mevsimsel
TİRE,YENİÇİFTLİK,"46,92","61,69","67,68","26,79","2,53",0,Yazlıkçı / Mevsimsel
TİRE,YENİŞEHİR,"15,65","8,49","18,51","10,63","1,74",1,Standart Sakinler
TİRE,YEĞENLİ,"43,92","24,98","46,98","36,20","1,30",3,Yüksek Gelir / Çok Tüketen
TİRE,ÇAYIRLI,"40,45","48,23","50,64","26,39","1,92",3,Yüksek Gelir / Çok Tüketen
TİRE,ÇERİKÖZÜ,"20,53","18,20","21,63","16,96","1,28",1,Standart Sakinler
TİRE,ÇOBANKÖY,"31,23","23,93","33,24","26,93","1,23",1,Standart Sakinler
TİRE,ÇUKURKÖY,"23,40","10,18","27,68","20,48","1,35",1,Standart Sakinler
TİRE,ÇİNİYERİ,"46,37","56,04","55,19","47,76","1,16",3,Yüksek Gelir / Çok Tüketen
TİRE,ÜZÜMLER,"45,79","33,80","72,08","25,51","2,83",0,Yazlıkçı / Mevsimsel
TİRE,İBNİ MELEK,"11,39","4,43","13,57","10,05","1,35",1,Standart Sakinler
TİRE,İBNİ MELEK OSB,"28,54","47,93","30,58","36,80","0,83",3,Yüksek Gelir / Çok Tüketen
TİRE,İHSANİYE,"9,58","4,35","12,59","7,29","1,73",1,Standart Sakinler
TİRE,İPEKÇİLER,"9,65","4,51","12,34","7,46","1,65",1,Standart Sakinler
TİRE,İSTİKLAL,"8,76","4,74","12,29","6,08","2,02",0,Yazlıkçı / Mevsimsel
URLA,ALTINTAŞ,"12,10","4,73","13,42","10,22","1,31",1,Standart Sakinler
URLA,ATATÜRK,"11,44","5,73","13,82","9,10","1,52",1,Standart Sakinler
URLA,BADEMLER,"35,02","31,60","49,81","28,90","1,72",0,Yazlıkçı / Mevsimsel
URLA,BALIKLIOVA,"17,60","11,32","21,44","15,33","1,40",1,Standart Sakinler
URLA,BARBAROS,"26,21","42,81","33,15","16,99","1,95",0,Yazlıkçı / Mevsimsel
URLA,BİRGİ,"37,52","75,50","37,16","31,54","1,18",3,Yüksek Gelir / Çok Tüketen
URLA,CAMİATİK,"11,95","4,62","12,98","10,19","1,27",1,Standart Sakinler
URLA,DEMİRCİLİ,"19,42","22,95","23,90","14,17","1,69",1,Standart Sakinler
URLA,DENİZLİ,"11,49","5,99","13,84","8,72","1,59",1,Standart Sakinler
URLA,GÜLBAHÇE,"14,11","6,68","19,08","10,52","1,81",1,Standart Sakinler
URLA,GÜVENDİK,"11,79","6,48","14,39","9,61","1,50",1,Standart Sakinler
URLA,HACI İSA,"10,72","4,83","11,56","9,39","1,23",1,Standart Sakinler
URLA,KADIOVACIK,"16,09","13,52","22,60","12,11","1,87",0,Yazlıkçı / Mevsimsel
URLA,KALABAK,"16,47","14,99","17,99","12,52","1,44",1,Standart Sakinler
URLA,KUŞÇULAR,"23,48","14,98","29,92","17,65","1,70",1,Standart Sakinler
URLA,M.FEVZİ ÇAKMAK,"14,01","11,98","15,63","10,92","1,43",1,Standart Sakinler
URLA,NAİPLİ,"14,47","4,47","17,02","12,92","1,32",1,Standart Sakinler
URLA,NOHUTALAN,"58,47","138,57","114,68","22,41","5,12",0,Yazlıkçı / Mevsimsel
URLA,OVACIK,"13,65","7,97","17,62","11,24","1,57",1,Standart Sakinler
URLA,RÜSTEM,"15,23","6,47","16,39","13,85","1,18",1,Standart Sakinler
URLA,SIRA,"12,29","6,00","13,38","10,45","1,28",1,Standart Sakinler
URLA,TORASAN,"10,83","5,53","14,27","8,53","1,67",1,Standart Sakinler
URLA,UZUNKUYU,"33,31","35,13","58,33","20,82","2,80",0,Yazlıkçı / Mevsimsel
URLA,YAKA,"11,66","5,27","13,14","9,68","1,36",1,Standart Sakinler
URLA,YAĞCILAR,"22,89","26,89","36,92","15,91","2,32",0,Yazlıkçı / Mevsimsel
URLA,YELALTI,"11,65","4,39","12,54","10,12","1,24",1,Standart Sakinler
URLA,YENİ,"10,37","2,36","11,60","9,30","1,25",1,Standart Sakinler
URLA,YENİCE,"23,97","15,07","34,54","17,92","1,93",0,Yazlıkçı / Mevsimsel
URLA,YENİKENT,"13,06","4,89","13,99","11,66","1,20",1,Standart Sakinler
URLA,ZEYTİNALANI,"11,77","5,33","13,46","9,87","1,36",1,Standart Sakinler
URLA,ZEYTİNELİ,"32,98","28,83","41,02","25,93","1,58",3,Yüksek Gelir / Çok Tüketen
URLA,ZEYTİNLER,"27,33","18,16","34,67","20,64","1,68",0,Yazlıkçı / Mevsimsel
URLA,ÇAMLIÇAY,"11,85","4,79","13,87","9,65","1,44",1,Standart Sakinler
URLA,ÖZBEK,"20,40","10,83","28,46","15,30","1,86",0,Yazlıkçı / Mevsimsel
URLA,İSKELE,"12,70","11,02","14,33","9,24","1,55",1,Standart Sakinler
URLA,İÇMELER,"27,62","119,76","21,57","15,25","1,41",3,Yüksek Gelir / Çok Tüketen
URLA,ŞİRİNKENT,"16,40","5,53","19,79","13,86","1,43",1,Standart Sakinler
ÇEŞME,16 Eylül,"12,79","5,76","16,05","9,42","1,70",1,Standart Sakinler
ÇEŞME,ALAÇATI,"20,37","10,81","27,23","13,97","1,95",0,Yazlıkçı / Mevsimsel
ÇEŞME,ALTINKUM,"9,73","11,34","13,30","9,36","1,42",1,Standart Sakinler
ÇEŞME,ALTINYUNUS,"21,56","13,20","29,32","15,83","1,85",0,Yazlıkçı / Mevsimsel
ÇEŞME,ARDIÇ,"54,80","300,81","45,17","16,81","2,69",3,Yüksek Gelir / Çok Tüketen
ÇEŞME,BOYALIK,"15,76","14,96","21,59","9,92","2,18",0,Yazlıkçı / Mevsimsel
ÇEŞME,CELAL BAYAR,"29,49","17,01","44,98","16,36","2,75",0,Yazlıkçı / Mevsimsel
ÇEŞME,CUMHURİYET,"16,68","9,92","22,40","10,70","2,09",0,Yazlıkçı / Mevsimsel
ÇEŞME,DALYAN,"14,66","9,19","18,28","12,96","1,41",1,Standart Sakinler
ÇEŞME,FAHRETTİNPAŞA,"18,54","12,00","28,16","11,30","2,49",0,Yazlıkçı / Mevsimsel
ÇEŞME,GERMİYAN,"25,00","18,07","32,51","20,64","1,57",1,Standart Sakinler
ÇEŞME,ILDIR,"34,03","32,50","44,18","26,17","1,69",0,Yazlıkçı / Mevsimsel
ÇEŞME,ILICA,"20,03","10,25","29,48","13,36","2,21",0,Yazlıkçı / Mevsimsel
ÇEŞME,MUSALLA,"11,09","4,19","13,23","8,91","1,48",1,Standart Sakinler
ÇEŞME,OVACIK,"19,55","11,99","24,87","17,21","1,44",1,Standart Sakinler
ÇEŞME,PLAJ EVLERİ,"35,04","83,94","43,58","59,41","0,73",3,Yüksek Gelir / Çok Tüketen
ÇEŞME,REİSDERE,"18,58","19,34","23,01","12,41","1,85",0,Yazlıkçı / Mevsimsel
ÇEŞME,SAKARYA,"16,98","8,26","22,91","12,12","1,89",0,Yazlıkçı / Mevsimsel
ÇEŞME,YALI,"17,44","9,60","23,60","12,73","1,85",0,Yazlıkçı / Mevsimsel
ÇEŞME,ÇAKABEY,"27,41","18,06","36,61","19,16","1,91",0,Yazlıkçı / Mevsimsel
ÇEŞME,ÇİFTLİK,"12,76","6,83","17,44","8,30","2,10",0,Yazlıkçı / Mevsimsel
ÇEŞME,ÜNİVERSİTE,"14,63","6,98","21,21","10,06","2,11",0,Yazlıkçı / Mevsimsel
ÇEŞME,İSMET İNÖNÜ,"11,59","4,06","13,76","9,25","1,49",1,Standart Sakinler
ÇEŞME,ŞEHİT MEHMET,"32,26","76,98","22,54","12,07","1,87",3,Yüksek Gelir / Çok Tüketen
ÇEŞME,ŞİFNE,"16,75","10,32","21,20","15,07","1,41",1,Standart Sakinler
ÇİĞLİ,AHMET EFENDİ,"11,76","6,63","12,63","10,12","1,25",1,Standart Sakinler
ÇİĞLİ,AHMET TANER KIŞLALI,"10,35","4,04","10,99","9,34","1,18",1,Standart Sakinler
ÇİĞLİ,AOSB,"7,30","4,01","12,17","4,60","2,64",0,Yazlıkçı / Mevsimsel
ÇİĞLİ,ATATÜRK,"13,69","6,60","14,05","11,92","1,18",1,Standart Sakinler
ÇİĞLİ,ATAŞEHİR,"13,33","5,67","13,93","12,04","1,16",1,Standart Sakinler
ÇİĞLİ,AYDINLIKEVLER,"11,46","4,96","12,66","9,87","1,28",1,Standart Sakinler
ÇİĞLİ,BALATÇIK,"12,20","6,26","12,81","10,54","1,22",1,Standart Sakinler
ÇİĞLİ,CUMHURİYET,"11,44","6,73","12,65","9,70","1,30",1,Standart Sakinler
ÇİĞLİ,EGEKENT,"9,68","4,69","10,00","8,76","1,14",1,Standart Sakinler
ÇİĞLİ,ESENTEPE,"10,97","5,45","11,28","9,68","1,17",1,Standart Sakinler
ÇİĞLİ,EVKA-2,"10,28","4,17","11,63","8,77","1,33",1,Standart Sakinler
ÇİĞLİ,EVKA-5,"10,08","5,86","10,22","8,67","1,18",1,Standart Sakinler
ÇİĞLİ,EVKA-6,"9,36","6,24","10,12","7,90","1,28",1,Standart Sakinler
ÇİĞLİ,GÜZELTEPE,"10,40","2,77","12,21","9,15","1,33",1,Standart Sakinler
ÇİĞLİ,HARMANDALI GAZİ MUSTAFA KEMAL ATATÜRK,"13,18","6,43","15,06","10,85","1,39",1,Standart Sakinler
ÇİĞLİ,KAKLIÇ,"17,41","5,21","22,28","13,77","1,62",1,Standart Sakinler
ÇİĞLİ,KÖYİÇİ,"9,82","2,94","10,86","8,75","1,24",1,Standart Sakinler
ÇİĞLİ,KÜÇÜK ÇİĞLİ,"11,38","8,41","11,21","9,66","1,16",1,Standart Sakinler
ÇİĞLİ,MALTEPE,"11,71","5,91","12,51","9,83","1,27",1,Standart Sakinler
ÇİĞLİ,SASALI MERKEZ,"20,41","7,04","24,98","16,51","1,51",1,Standart Sakinler
ÇİĞLİ,UĞUR MUMCU,"12,51","6,59","13,08","10,52","1,24",1,Standart Sakinler
ÇİĞLİ,YAKAKENT,"12,00","4,64","12,83","10,65","1,20",1,Standart Sakinler
ÇİĞLİ,YENİ MAHALLE,"12,04","5,47","13,02","10,52","1,24",1,Standart Sakinler
ÇİĞLİ,ÇAĞDAŞ,"9,65","4,25","10,15","8,72","1,16",1,Standart Sakinler
ÇİĞLİ,ÇİĞLİ,"10,01","2,71","10,91","9,64","1,13",1,Standart Sakinler
ÇİĞLİ,İNÖNÜ,"13,03","7,74","14,36","10,89","1,32",1,Standart Sakinler
ÇİĞLİ,İZKENT,"11,09","8,16","10,68","11,29","0,95",1,Standart Sakinler
ÇİĞLİ,ŞİRİNTEPE,"10,58","5,55","11,54","8,88","1,30",1,Standart Sakinler
ÖDEMİŞ,AKINCILAR,"9,86","6,46","10,70","9,06","1,18",1,Standart Sakinler
ÖDEMİŞ,ALAŞARLI,"32,45","66,27","53,39","20,99","2,54",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,ANAFARTALAR,"9,92","5,59","11,30","8,45","1,34",1,Standart Sakinler
ÖDEMİŞ,ARTICAK,"17,94","15,94","18,15","9,59","1,89",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,ATATÜRK,"9,64","5,66","10,72","8,00","1,34",1,Standart Sakinler
ÖDEMİŞ,BADEMLİ,"14,08","11,87","15,28","12,10","1,26",1,Standart Sakinler
ÖDEMİŞ,BALABANLI,"53,85","64,10","71,77","32,41","2,21",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,BAYIRLI,"23,83","30,03","31,67","15,68","2,02",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,BEBEKLER,"21,16","29,78","23,31","27,96","0,83",1,Standart Sakinler
ÖDEMİŞ,BENGİSU,"10,92","6,33","12,40","8,70","1,43",1,Standart Sakinler
ÖDEMİŞ,BEYAZITLAR,"27,96","28,41","34,61","24,18","1,43",1,Standart Sakinler
ÖDEMİŞ,BIÇAKÇI,"24,53","28,26","24,51","25,10","0,98",1,Standart Sakinler
ÖDEMİŞ,BOZCAYAKA,"42,31","53,67","57,63","21,85","2,64",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,BOZDAĞ,"21,72","19,07","20,00","23,76","0,84",1,Standart Sakinler
ÖDEMİŞ,BUCAK,"26,78","31,24","32,10","18,15","1,77",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,BÜLBÜLLER,"20,08","18,28","22,95","17,98","1,28",1,Standart Sakinler
ÖDEMİŞ,BÜYÜKAVULCUK,"36,79","51,46","39,61","23,30","1,70",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,BİRGİ,"16,76","13,73","20,41","12,75","1,60",1,Standart Sakinler
ÖDEMİŞ,CEVİZALAN,"35,72","67,11","37,07","20,27","1,83",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,CUMHURİYET,"10,04","6,21","11,94","7,96","1,50",1,Standart Sakinler
ÖDEMİŞ,DEMİRCİLİ,"34,60","35,19","38,06","24,21","1,57",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,DEMİRDERE,"22,44","25,55","32,61","18,15","1,80",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,DEREUZUNYER,"38,57","133,36","19,64","26,55","0,74",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,DOLAYLAR,"34,24","62,16","52,82","32,27","1,64",3,Yüksek Gelir / Çok Tüketen
